Image Name,Index class,Index prefix,Index name,2022
page_1.png,Not applicable,Not applicable,Not applicable,Not applicable
page_2.png,Climate Action,Absolute GHG Emissions (Scope 1 and 2) (million tCOâ‚‚e),Absolute GHG emissions,0.54
page_3.png,Reporting Scope,GHG emissions data,Subsidiaries and associates,Not specified
page_4.png,Environmental,Absolute GHG emissions (Scope 1 and 2) (million tCO2e),Absolute GHG emissions,26.5
page_5.png,Energy,GHG emissions intensity (tCOâ‚‚e/MWh),KPI 1,0.54
page_6.png,Workforce Transformation,Average Learning Hours (hours per employee),Average,26.7
page_7.png,Health and Safety,Lost Time Injury Rate (number per million man-hours),,
page_8.png,,,,
page_9.png,Our Top Climate-related Risks,Policy risk: increasing carbon prices,Financial impact in 2022,Expected to increase
page_10.png,MORE Renewables,Gross installed capacity (GW),,2.6
page_11.png,Decarbonisation,GHG emissions,Scope 1 emissions*,"26,303.50"
page_12.png,Empowering Lives,Community investments,,â€?
page_13.png,Activities and workers,GRI 2: General disclosures 2021,"Activities, value chain and other business relationships",2ÔÂ6ÈÕ
page_14.png,Decarbonisation,GRI 305: Emissions 2016,Direct (Scope 1) GHG emissions,-
page_15.png,,,,
